objectid,parentid,title,interviewees,creator,date,description,subject,subject_cdm,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,cdm_referenceurl,cdm_number,cdm_file,cdm_filepath,object_location,image_small,image_thumb,image_alt_text,object_transcript
chp2015041,chp201504,"Alicia Pike, portrait",,,,,,,,,,,,Image;StillImage,Image/jpeg,,,,Image,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/578,578,702.jp2,/tacomacomm/image/702.jp2,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/578/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/578/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/578,,
chp2015042,chp201504,"Kyle Chapman, research essay",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/579,579,703.pdf,/tacomacomm/image/703.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/579/filename/chp2015042,,,,
chp2015043,chp201504,"Alicia Pike, transcript",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/580,580,704.pdf,/tacomacomm/image/704.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/580/filename/chp2015043,,,,
chp2015044,chp201504,"Alicia Pike, audio",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/581,581,705.mp3,/tacomacomm/image/705.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/581,,,,
chp2015045,chp201504,Project bibliography,,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/582,582,706.pdf,/tacomacomm/image/706.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/582/filename/chp2015045,,,,
chp201503,,The Puyallup Land Claims Settlement: A Lesson in Struggle,"Sterud, Bill","Douglas, Miguel",2015,"Examining the social, economical, and communal effects of the Puyallup Land Claims Settlement of 1990, this research essay explores these various elements through the assistance of an interview conducted with the current Puyallup Tribal Chairman, Bill Sterud. Sterud was also the Puyallup Tribal Chairman at the time of that the settlement took place, providing a vivid recollection of the Tribal community before and after the settlement and how the settlement changed the course of the Puyallup Tribe of Indians forever. This research essay also explores several of the major issues found within the non-Indian community surrounding the land claims settlement as well.",Tacoma; Government; Lushootseed peoples; Indigenous peoples; Social aspects; Economic conditions; Politics; Environmental aspects,,Puyallup Reservation,47.23648939411235,-122.40910344939977,Tacoma Community History Project,,record,compound_object,eng,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Individuals may use project materials for scholarly or research purposes, according to the provisions of fair use, but reproducing, publishing, or broadcasting any oral history project materials requires permission. For more information, see http://content.lib.washington.edu/tacomacommweb/using-projects.html",compound_object,,573,,,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/573/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/573/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/573,,
chp2015031,chp201503,"Bill Sterud, portrait",,,,,,,,,,,,Image;StillImage,Image/jpeg,,,,Image,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/573,573,697.jp2,/tacomacomm/image/697.jp2,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/573/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/573/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/573,,
chp2015032,chp201503,"Bill Sterud, transcript",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/574,574,698.pdf,/tacomacomm/image/698.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/574/filename/chp2015032,,,,
chp2015033,chp201503,"Bill Sterud, audio",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/575,575,699.mp3,/tacomacomm/image/699.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/575,,,,
chp2015034,chp201503,Project bibliography,,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/576,576,700.pdf,/tacomacomm/image/700.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/576/filename/chp2015034,,,,
chp201509,,South Tacoma Then and Now,"Olson, Floyd","Rader, Eric",2015,"The purpose of this oral history was to interview Floyd Olson in order to capture his perspective and memories as they pertain to the South Tacoma Business District and how it was transformed due to the construction of I-5 and the Tacoma Mall. Mr. Olson is a lifelong South Tacoma resident and has vivid memories of the time both before and after I-5 and the Mall. As of yet the Tacoma Community History Project has no oral history pertaining to South Tacoma; thus it is an aim of this project to resolve that omission. The methodology used was a personal interview with Mr. Olson using pre-conceived, open-ended questions based on prior research. The interview was conducted in such a manner so as to be as respectful to Mr. Olson while at the same time keeping the focus of the interview on the changes and history of South Tacoma. The results of the interview show that indeed prior to I-5 and the Mall the South Tacoma Business District was a thriving, wholesome area that catered to the everyday needs of the surrounding residents. However, the completions of I-5 and the Mall undoubtedly altered the atmosphere of the area; Mr. Olson can attest to these changes. The implications of this oral history are in laying the foundation for future studies on South Tacoma.",Tacoma; Businesspeople; Environmental aspects,,South Tacoma,47.20604191920209,-122.4809781554604,Tacoma Community History Project,,record,compound_object,eng,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Individuals may use project materials for scholarly or research purposes, according to the provisions of fair use, but reproducing, publishing, or broadcasting any oral history project materials requires permission. For more information, see http://content.lib.washington.edu/tacomacommweb/using-projects.html",compound_object,,,,,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm//full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm//full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/,,
chp2015091,chp201509,"Eric Rader, research essay",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/610,610,734.pdf,/tacomacomm/image/734.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/610/filename/chp2015091,,,,
chp2015092,chp201509,"Floyd Olson, transcript",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/611,611,735.pdf,/tacomacomm/image/735.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/611/filename/chp2015092,,,,
chp2015093,chp201509,"Floyd Olson, audio1",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/612,612,736.mp3,/tacomacomm/image/736.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/612,,,,
chp2015094,chp201509,"Floyd Olson, audio2",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/613,613,737.mp3,/tacomacomm/image/737.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/613,,,,
chp2015095,chp201509,Project bibliography,,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/614,614,738.pdf,/tacomacomm/image/738.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/614/filename/chp2015095,,,,
chp201508,,Jack McQuade: Renewal of Historic Swiss Pub Coincides with Growth of the University of Washington Tacoma,"McQuade, Jack","Jaber, Alex",2015,"This project is comprised of an oral interview, recorded and transcribed, with Mr. Jack McQuade, co-owner of The Swiss pub, located at 1904 Jefferson Avenue, Tacoma, WA. The research paper investigates the factors involved when Mr. McQuade started this business during the early 1990's, as well as, examining how this helped revitalize and preserve the south downtown Tacoma setting on the UW Tacoma campus. The Swiss is a first-rate location for inspection due to its existence for over 100 years. Mr. McQuade has been the owner for as long as UW's 46 acre downtown campus has been in existence, his insight provides invaluable perspective on the transition over last 25 years of both the campus and his business in relation to one another.",Tacoma; Businesspeople; Education; Civic leaders; 20th century,,Union Station District,47.24507452286103,-122.43565236909946,Tacoma Community History Project,,record,compound_object,eng,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Individuals may use project materials for scholarly or research purposes, according to the provisions of fair use, but reproducing, publishing, or broadcasting any oral history project materials requires permission. For more information, see http://content.lib.washington.edu/tacomacommweb/using-projects.html",compound_object,,604,,,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/604/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/604/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/604,,
chp2015081,chp201508,"Jack McQuade, portrait",,,,,,,,,,,,Image;StillImage,Image/jpeg,,,,Image,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/604,604,728.jp2,/tacomacomm/image/728.jp2,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/604/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/604/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/604,,
chp2015082,chp201508,"Alex Jaber, research essay",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/605,605,729.pdf,/tacomacomm/image/729.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/605/filename/chp2015082,,,,
chp2015083,chp201508,"Jack McQuade, transcript",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/606,606,730.pdf,/tacomacomm/image/730.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/606/filename/chp2015083,,,,
chp2015084,chp201508,"Jack McQuade, audio",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/607,607,731.mp3,/tacomacomm/image/731.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/607,,,,
chp2015085,chp201508,Project bibliography,,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/608,608,732.pdf,/tacomacomm/image/732.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/608/filename/chp2015085,,,,
chp201507,,"Blood, Sweat, and Tears: Nhung and Thanh Huynh's Oral History","Huynh, Nhung; Huynh, Thanh","Nguyen, Jennifer",2015,"In 1973 the war in Vietnam had ended for the United States and by 1975 the Vietnam War had effectively ended altogether. Following the end Vietnam War, the life of the South Vietnamese people would be disrupted and the new regime in Vietnam would implement harsh new laws and regulations against the South Vietnamese population to stabilize the new government. The chaos towards the end of the Vietnam War led to the United States to accept large numbers of Vietnamese refugees into the country. Did the United States do enough to help the refugees, or did their concerns go unheard? The purpose of this oral history project is to gain thoughtful information about the perspectives of Vietnamese refugees and their trials and tribulations during their voyage to freedom and once they arrived to America. This oral history project includes personal stories of Nhung Huynh and Thanh Huynh's refugees escaping on boat and their lives while waiting to resettle in America.",Ethnic identity; Women; Vietnam War; 20th century; Immigrants; Evacuation and relocation; Politics,,Vietnam,,,Tacoma Community History Project,,record,compound_object,eng,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Individuals may use project materials for scholarly or research purposes, according to the provisions of fair use, but reproducing, publishing, or broadcasting any oral history project materials requires permission. For more information, see http://content.lib.washington.edu/tacomacommweb/using-projects.html",compound_object,,595,,,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/595/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/595/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/595,,
chp2015071,chp201507,"Thanh Huynh, portrait",,,,,,,,,,,,Image;StillImage,Image/jpeg,,,,Image,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/595,595,719.jp2,/tacomacomm/image/719.jp2,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/595/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/595/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/595,,
chp2015072,chp201507,"Nhung Huynh, portrait",,,,,,,,,,,,Image;StillImage,Image/jpeg,,,,Image,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/596,596,720.jp2,/tacomacomm/image/720.jp2,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/596/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/596/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/596,,
chp2015073,chp201507,"Jennifer Nguyuen, research essay",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/597,597,721.pdf,/tacomacomm/image/721.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/597/filename/chp2015073,,,,
chp2015074,chp201507,"Thanh Huynh, transcript",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/598,598,722.pdf,/tacomacomm/image/722.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/598/filename/chp2015074,,,,
chp2015075,chp201507,"Thanh Huynh, audio",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/599,599,723.mp4,/tacomacomm/image/723.mp4,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/599,,,,
chp2015076,chp201507,"Nhung Huynh, transcript",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/600,600,724.pdf,/tacomacomm/image/724.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/600/filename/chp2015076,,,,
chp2015077,chp201507,"Nhung Huynh, audio",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/601,601,725.mp3,/tacomacomm/image/725.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/601,,,,
chp2015078,chp201507,Project bibliography,,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/602,602,726.pdf,/tacomacomm/image/726.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/602/filename/chp2015078,,,,
chp201701,,Telegrapher for the Northern Pacific Railway in Tacoma,"Emmons, Gary","Crelling, Karin",2017,"Gary Emmons was in a unique position in the 1960s, working for the Northern Pacific Railway as a telegrapher. He was witness to the change from manpower to computers. The telegraph station at McCarver Street in Tacoma, Washington was one of the most important stations in the area. Trains would not leave Tacoma, unless they had received their instructions from this station. This paper will provide a brief history of not just the McCarver Street station, and how it operated, but also other institutions, that were intricately connected to the Northern Pacific Railway here in Tacoma; institutions such as McKinley Hill Hospital, the Great Tacoma Shops, Union Station and, very briefly, the decline and the revival of downtown Tacoma and the restoration of Union Station, as well as the present campus of the University of Washington, Tacoma. This research will cover a span from approximately 1910 to 2000 and follows loosely the interview conducted with Col. Gary Emmons, USAF, Ret.",Tacoma; Railroads; Military; Mechanization; 20th century; 21st century,,Downtown,47.246605,-122.436963,Tacoma Community History Project,,record,compound_object,eng,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Individuals may use project materials for scholarly or research purposes, according to the provisions of fair use, but reproducing, publishing, or broadcasting any oral history project materials requires permission. For more information, see http://content.lib.washington.edu/tacomacommweb/using-projects.html",compound_object,,,,,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm//full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm//full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/,,
chp2017011,chp201701,"Karin Crelling, research essay",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/617,617,741.pdf,/tacomacomm/image/741.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/617/filename/chp2017011,,,,
chp2017012,chp201701,"Gary Emmons, transcript",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/618,618,742.pdf,/tacomacomm/image/742.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/618/filename/chp2017012,,,,
chp2017013,chp201701,"Gary Emmons, audio",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/619,619,743.mp3,/tacomacomm/image/743.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/619,,,,
chp2017014,chp201701,"Karin Crelling, appendix",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/620,620,744.pdf,/tacomacomm/image/744.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/620/filename/chp2017014,,,,
chp201707,,Philip H. Red Eagle,"Red Eagle, Philip H.","Woolston, Jordan",2017,"Philip H. Red Eagle was born in 1945 in Tacoma, Washington. His mother, Marian Steilacoom, of Salish decent, was born near Port Angeles, Washington. Philip's father, Philip Red Eagle, a member of the Dakota Tribe, was born near the Missouri River on the Fort Peck Indian Reservation in Montana. Phillip spent the first fourteen years of his life in Tacoma, attending Stanley and McCarver schools before moving to Sitka, Alaska with his family in 1959. Philip joined the Navy shortly after graduating from high school, serving in Vietnam for five years from 1969-1973. After Vietnam, Philip returned to Washington and began undergraduate studies at the University of Washington where he earned two bachelor's degrees. The return to civilian life after the war affected Philip and he struggled with PTSD and related issues like depression and insomnia. Philip found that art, writing, and taking part in the revival of his culture helped him confront his PTSD and over the last 30 years Philip has contributed greatly to the revival and expansion of Indigenous culture in the Pacific Northwest.",Tacoma; Seattle; Indigenous peoples; Social aspects; Military; Education; Vietnam War; 20th century; Veterans; Artists,,Fort Peck Reservation,,,Tacoma Community History Project,,record,compound_object,eng,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Individuals may use project materials for scholarly or research purposes, according to the provisions of fair use, but reproducing, publishing, or broadcasting any oral history project materials requires permission. For more information, see http://content.lib.washington.edu/tacomacommweb/using-projects.html",compound_object,,647,,,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/647/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/647/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/647,,
chp2017071,chp201707,"Philip H. Red Eagle, portrait",,,,,,,,,,,,Image;StillImage,Image/jpeg,,,,Image,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/647,647,771.jp2,/tacomacomm/image/771.jp2,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/647/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/647/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/647,,
chp2017072,chp201707,"Jordan Woolston, essay",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/648,648,772.pdf,/tacomacomm/image/772.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/648/filename/chp2017072,,,,
chp2017073,chp201707,"Philip H. Red Eagle, transcript",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/649,649,773.pdf,/tacomacomm/image/773.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/649/filename/chp2017073,,,,
chp2017074,chp201707,"Philip H. Red Eagle, interview 1",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/650,650,774.mp3,/tacomacomm/image/774.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/650,,,,
chp2017075,chp201707,"Philip H. Red Eagle, interview 2",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/651,651,775.mp3,/tacomacomm/image/775.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/651,,,,
chp2017076,chp201707,Project bibliography,,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/652,652,776.pdf,/tacomacomm/image/776.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/652/filename/chp2017076,,,,
chp201705,,Perspectives on Tacoma School Desegregation: From Family Values to Program Evaluation,"Arneklev, Bruce","Urish, Alyssa",2017,"Born in rural, eastern Montana, Bruce Arneklev, 79, can be seen as an unlikely match to have led the Tacoma School District's desegregation program evaluation in the 1970s. Arneklev earned his bachelor's and master's degrees at the University of Oregon and his Educational Doctorate in educational psychology at Utah State University before moving out with his family of five for an evaluation role with the Tacoma School District. Arneklev was hired to evaluate the district's Emergency School Aid Act for its first four years, 1973-1977. ESAA was a federal program that funded school desegregation efforts. Tacoma began voluntarily desegregating its schools in 1966 with a limited school choice enrollment for its segregated central-area schools and expanding to district-wide enrollment policies to reduce effects of de facto segregation over the next three years. Arneklev worked for an additional twelve years in the district's evaluation department before working as a school psychologist for ten years, retiring in 2000. He lives in the North End of Tacoma with his wife, Dixie, dog, Charlie and has several children and grandchildren in the Tacoma area.",Tacoma; Hilltop; Military; Civil rights; Education; Desegregation; 20th century; Race relations,,Hilltop,47.24537592,-122.452731,Tacoma Community History Project,,record,compound_object,eng,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Individuals may use project materials for scholarly or research purposes, according to the provisions of fair use, but reproducing, publishing, or broadcasting any oral history project materials requires permission. For more information, see http://content.lib.washington.edu/tacomacommweb/using-projects.html",compound_object,,654,,,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/654/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/654/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/654,,
chp2017051,chp201705,"Bruce Arneklev, portrait",,,,,,,,,,,,Image;StillImage,Image/jpeg,,,,Image,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/654,654,778.jp2,/tacomacomm/image/778.jp2,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/654/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/654/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/654,,
chp2017052,chp201705,"Alyssa Urish, research essay",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/655,655,779.pdf,/tacomacomm/image/779.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/655/filename/chp2017052,,,,
chp2017053,chp201705,"Bruce Arneklev, transcript",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/656,656,780.pdf,/tacomacomm/image/780.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/656/filename/chp2017053,,,,
chp2017054,chp201705,"Bruce Arneklev, interview 1",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/657,657,781.mp3,/tacomacomm/image/781.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/657,,,,
chp2017055,chp201705,"Bruce Arneklev, interview 2",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/658,658,782.mp3,/tacomacomm/image/782.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/658,,,,
chp2017056,chp201705,Project bibliography,,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/659,659,783.pdf,/tacomacomm/image/783.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/659/filename/chp2017056,,,,
chp201703,,Perspectives on Tacoma School Desegregation: From Wallflower to Rabble Rouser,"Arnold, Laurie","Leon, TeyAnjulee",2017,"The child of left leaning social activists, Laurie Arnold grew up during a time of great change in the country and the Tacoma community. The same year Laurie started first grade, McCarver Elementary in Tacoma became the first magnet school in the country and began the desegregation process of Tacoma Public Schools. Though Laurie only attended through fifth grade, her experiences there lasted a lifetime. Throughout her educational journey, Laurie attended many schools, and the one that remained clearest in her memory was McCarver. One of her fondest memories was Friday Activities, and she could still recall the teachers she had as well which teams she belonged to. Laurie lived in Hilltop most of her childhood and only spent about seven or eight years away before returning home to Tacoma for good. In that time, she lived and attended schools in Seattle until age fourteen. Roughly a month into her ninth grade year, Laurie dropped out of school and moved to Florida until age seventeen. Upon her return, Laurie completed her GED, Associate∩┐╜s, Bachelor∩┐╜s, and Master∩┐╜s degrees all in the South Puget Sound region. She taught at the Tacoma Urban League for many years before she found her way to Bates Technical College where she currently works. Laurie continues to serve the Tacoma community and is a proud Hilltop native.",Tacoma; Hilltop; Puget Sound; Education; Civil rights; Activists; Race relations; Seattle; Desegregation,,Hilltop,47.24537592,-122.452731,Tacoma Community History Project,,record,compound_object,eng,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Individuals may use project materials for scholarly or research purposes, according to the provisions of fair use, but reproducing, publishing, or broadcasting any oral history project materials requires permission. For more information, see http://content.lib.washington.edu/tacomacommweb/using-projects.html",compound_object,,630,,,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/630/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/630/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/630,,
